% Sample File 1 
% random numbers between -1 and 1
% should look horrendous cuz of interpolation
-0.237310	-0.677732	0.516225
0.742222	-0.298447	0.371071
-0.411703	0.061259	0.664847
0.194980	-0.329377	-0.401550
-0.094815	-0.154709	-0.280787
0.116638	0.485091	-0.151330
-0.141288	-0.750254	-0.951132
-0.419629	-0.364959	0.307380
0.913872	0.871462	-0.084227
-0.519043	0.527796	0.518655
0.481296	0.487377	-0.788159
0.363121	-0.073479	-0.575674
-0.802963	0.647149	-0.649981
-0.672860	0.331974	0.788779
0.033116	0.405405	-0.692819
0.906914	0.081768	0.359468
-0.926874	0.618408	0.497238
-0.759626	0.050090	-0.348333
0.092899	-0.202238	-0.169813
-0.638524	-0.489227	-0.958928
0.847351	0.307400	0.865227
-0.672975	0.842195	0.589316
0.154788	-0.119929	-0.484773
0.503893	-0.542661	-0.871626
0.534659	0.342404	0.430425
0.284122	-0.161903	-0.218476
0.632280	-0.365144	0.629080
0.578147	0.704528	0.011273
0.271323	0.901789	-0.112072
-0.879962	0.733500	0.262377
-0.289853	0.994007	-0.551657
0.304902	0.209981	-0.225509
-0.715626	-0.949730	-0.157775
-0.631799	0.451551	-0.259275
0.683120	0.468459	0.142052
-0.646290	0.914768	-0.469356
0.849162	-0.552459	-0.252872
-0.824999	0.280233	-0.638766
-0.909898	0.446347	-0.305125
0.321234	-0.232263	0.254693
-0.956700	0.821140	0.601117
0.491695	0.626226	-0.233387
0.234558	0.150990	0.060103
-0.449860	-0.502742	-0.096722
-0.544574	0.608899	0.972208
-0.940016	0.071328	-0.825846
0.604183	0.978290	-0.866107
0.878797	-0.963645	0.367677
0.567473	0.068275	0.770719
0.798010	0.251875	-0.724262
-0.564397	-0.635718	-0.916360
-0.786117	0.232887	0.879322
-0.291089	-0.178742	0.968699
0.891158	0.353289	0.976605
0.533663	-0.326601	0.324764
-0.511669	-0.408985	0.360357
0.055694	-0.176813	0.205276
0.501040	0.167066	0.103585
0.167141	0.023640	-0.834815
0.439140	0.992312	-0.290931
0.942518	-0.307102	0.773088
-0.090610	-0.173145	-0.564536
-0.748691	-0.382171	0.452209
0.565744	0.387575	-0.980395
0.686427	0.844664	0.541908
-0.914680	-0.243628	0.408679
0.459026	-0.551446	-0.461891
0.346062	-0.045016	0.247433
-0.527110	-0.645752	0.659287
0.533843	0.868957	-0.784222
-0.635545	-0.801809	-0.020472
-0.613509	0.791783	-0.801821
-0.911669	0.114590	0.544990
-0.376120	-0.642035	-0.322089
-0.579709	0.020305	0.812729
0.257848	-0.796932	-0.218290
-0.890767	0.002566	-0.136558
0.995121	0.623205	-0.028697
0.788896	-0.724907	-0.219990
0.854712	0.834988	0.427148
0.236675	-0.313424	0.872055
-0.750452	0.461171	0.292955
0.666304	-0.203436	0.499644
0.670441	-0.355079	0.104523
0.958258	0.098617	-0.339153
0.238943	-0.278727	0.513019
-0.172199	-0.015310	0.389486
0.945468	-0.344490	0.675606
0.478144	0.908349	-0.936155
-0.286262	0.325308	-0.436997
-0.539234	0.422257	0.249146
0.181217	0.320876	-0.904891
-0.302430	-0.097319	-0.518190
0.430090	0.712365	-0.436985
0.462102	-0.724474	0.673446
-0.722797	0.176419	-0.267686
0.613519	0.007562	-0.020811
0.754097	-0.293716	-0.101113
0.927061	-0.915404	0.945917
-0.621586	0.334241	0.172879
