% Long Sample File
% 1000 entries, random numbers between -1 and 1
% will look very annoying
0.629447	0.811584	-0.746026
0.826752	0.264718	-0.804919
-0.443004	0.093763	0.915014
0.929777	-0.684774	0.941186
0.914334	-0.029249	0.600561
-0.716227	-0.156477	0.831471
0.584415	0.918985	0.311481
-0.928577	0.698259	0.867986
0.357470	0.515480	0.486265
-0.215546	0.310956	-0.657627
0.412092	-0.936334	-0.446154
-0.907657	-0.805736	0.646916
0.389657	-0.365801	0.900444
-0.931108	-0.122511	-0.236883
0.531034	0.590400	-0.626255
-0.020471	-0.108828	0.292626
0.418730	0.509373	-0.447950
0.359405	0.310196	-0.674777
-0.762005	-0.003272	0.919488
-0.319229	0.170536	-0.552376
0.502534	-0.489810	0.011914
0.398153	0.781807	0.918583
0.094431	-0.722751	-0.701412
-0.484983	0.681435	-0.491436
0.628570	-0.512950	0.858527
-0.300032	-0.606809	-0.497832
0.232089	-0.053422	-0.296681
0.661657	0.170528	0.099447
0.834387	-0.428322	0.514400
0.507458	-0.239108	0.135643
-0.848291	-0.892100	0.061595
0.558334	0.868021	-0.740188
0.137647	-0.061219	-0.976196
-0.325755	-0.675635	0.588569
-0.377570	0.057066	-0.668703
0.203964	-0.474057	0.308158
0.378429	0.496303	-0.098917
-0.832357	-0.542046	0.826675
-0.695244	0.651634	0.076685
0.992269	-0.843649	-0.114643
-0.786694	0.923796	-0.990732
0.549821	0.634606	0.737389
-0.831128	-0.200435	-0.480259
0.600137	-0.137172	0.821295
-0.636306	-0.472394	-0.708922
-0.727863	0.738584	0.159409
0.099720	-0.710090	0.706062
0.244110	-0.298095	0.026499
-0.196384	-0.848067	-0.520168
-0.753362	-0.632184	-0.520095
-0.165466	-0.900691	0.805432
0.889574	-0.018272	-0.021495
-0.324561	0.800108	-0.261506
-0.777594	0.560504	-0.220522
-0.516617	-0.192176	-0.807091
-0.736053	0.884101	0.912269
0.150417	-0.880441	-0.530440
-0.293683	0.642388	-0.969193
-0.913952	-0.662020	0.298231
0.463445	0.295492	-0.098153
0.094018	-0.407358	0.489386
-0.622090	0.373551	-0.632978
-0.263031	0.251237	0.560455
-0.837748	0.858772	0.551425
-0.026417	-0.128283	-0.106433
-0.387301	0.017017	0.021543
0.635255	0.589663	0.288636
-0.242781	0.623161	0.065651
-0.298546	0.878003	0.751886
0.100313	0.244950	0.174089
-0.584515	-0.397507	-0.058153
-0.539024	0.688618	-0.610471
-0.548156	-0.658584	-0.544671
-0.128603	-0.377795	0.846759
-0.139585	-0.630367	0.809762
0.959497	-0.122260	-0.777762
-0.483871	-0.182560	0.189792
-0.475577	0.205686	0.422432
-0.556507	-0.765165	-0.406648
-0.362443	-0.151666	0.015717
-0.828968	-0.475036	0.602029
-0.941559	0.857708	0.460662
-0.022782	0.157050	-0.525433
-0.082302	0.926177	0.093611
0.042272	-0.536811	-0.022205
0.248120	0.358271	-0.208970
-0.265127	0.975964	-0.924522
0.770336	0.826574	0.592368
-0.802575	-0.476258	-0.329286
0.359456	-0.726894	0.442455
-0.786476	0.307515	-0.011652
0.558103	0.430074	0.807441
0.781845	-0.331674	0.397492
-0.604380	-0.938918	0.488149
0.000045	-0.040156	0.809444
0.219733	0.235333	0.718885
0.610979	0.153443	-0.634155
-0.520136	0.773024	-0.942652
-0.020197	-0.664146	0.957361
0.425389	0.000943	-0.057823
-0.880762	0.363944	-0.915138
-0.857109	0.043300	-0.806540
0.636297	0.635094	0.444879
-0.700269	0.319211	0.037190
0.945949	0.297983	0.600661
-0.092405	-0.135217	0.650628
-0.833060	-0.733658	-0.653223
-0.218124	0.662759	0.606729
-0.879058	-0.201484	0.053752
-0.166401	0.313720	0.255947
-0.416032	-0.136698	-0.969026
0.968127	-0.665663	-0.787567
-0.255181	-0.603763	-0.020625
-0.321013	0.903261	0.840664
-0.894646	0.475716	-0.461761
-0.154329	0.095742	0.885474
